User_Id,Customer_Age,Trx_Vlu,Trx_Age,Trx_Rank,Points,Category In English,Mer_Id
24904,6,127.0,6,3,1270,Grocery,8
24906,64,224.0,64,1,2240,Grocery,8
24909,18,66.0,175,1,660,Grocery,8
24909,18,41.2,18,2,412,Grocery,8
24910,34,487.0,34,1,4870,Grocery,8
24914,286,156.0,286,1,1560,Grocery,8
24915,48,2600.0,48,1,26000,Grocery,8
24918,12,108.0,12,1,1080,Grocery,8
24919,161,3136.0,161,1,31360,Grocery,8
24922,27,225.0,27,1,2250,Grocery,8
24925,326,90.0,326,1,900,Grocery,8
24937,63,112.0,63,1,1120,Grocery,8
24938,224,2316.0,224,1,23160,Grocery,8
24939,311,3000.0,311,1,30000,Grocery,8
24944,13,432.0,13,1,4320,Grocery,8
24948,260,292.0,260,1,2920,Grocery,8
24950,20,200.0,20,1,2000,Grocery,8
24951,270,189.0,270,1,1890,Grocery,8
24952,170,70.0,170,1,700,Grocery,8
24954,269,301.0,269,1,3010,Grocery,8
24955,20,435.0,20,1,4350,Grocery,8
24959,34,130.0,269,1,1300,Grocery,8
24960,73,229.9,73,1,2299,Grocery,8
24961,264,190.0,264,1,1900,Grocery,8
24962,26,584.0,26,1,5840,Grocery,8
24963,190,184.0,190,1,1840,Grocery,8
24968,27,357.0,27,1,3570,Grocery,8
24969,34,62.0,262,1,620,Grocery,8
24969,34,76.0,111,2,760,Grocery,8
24972,76,246.0,76,1,2460,Grocery,8
24973,258,474.0,258,1,4740,Grocery,8
24976,197,288.0,197,1,2880,Grocery,8
24977,36,468.0,200,1,4680,Grocery,8
24977,36,196.0,36,2,1960,Grocery,8
24979,46,364.0,46,1,3640,Grocery,8
24981,35,302.0,35,1,3020,Grocery,8
24985,271,104.0,271,1,1040,Grocery,8
24987,259,170.0,259,1,1700,Grocery,8
24991,6,674.0,6,1,6740,Grocery,8
24994,249,128.0,249,1,1280,Grocery,8
24998,37,526.0,37,1,5260,Grocery,8
25000,133,159.6,133,1,1596,Grocery,8
25003,268,478.5,268,1,4785,Grocery,8
25008,203,204.0,203,1,2040,Grocery,8
25012,225,152.0,225,1,1520,Grocery,8
25013,63,1034.0,63,1,10340,Grocery,8
25015,34,59.0,34,1,590,Grocery,8
25019,298,240.0,298,1,2400,Grocery,8
25023,20,342.4,20,1,3424,Grocery,8
25024,119,228.0,119,1,2280,Grocery,8
25026,92,172.0,92,1,1720,Grocery,8
25028,296,145.8,296,1,1458,Grocery,8
25031,34,190.0,150,1,1900,Grocery,8
25031,34,204.0,34,2,2040,Grocery,8
25032,73,170.0,73,1,1700,Grocery,8
25033,1,90.0,139,1,900,Grocery,8
25033,1,66.0,1,2,660,Grocery,8
25034,42,440.0,42,1,4400,Grocery,8
25035,62,134.0,62,1,1340,Grocery,8
25039,36,296.0,36,1,2960,Grocery,8
25040,84,218.0,84,1,2180,Grocery,8
25043,34,66.0,34,1,660,Grocery,8
25045,127,162.0,127,1,1620,Grocery,8
25046,12,480.0,12,1,4800,Grocery,8
25047,34,98.0,34,1,980,Grocery,8
25048,270,200.0,329,1,2000,Grocery,8
25048,270,28.0,270,2,280,Grocery,8
25050,137,122.3,137,1,1223,Grocery,8
25052,67,308.0,67,1,3080,Grocery,8
25053,222,290.0,222,1,2900,Grocery,8
25054,47,130.0,47,1,1300,Grocery,8
25055,13,250.0,13,1,2500,Grocery,8
25056,173,194.0,173,1,1940,Grocery,8
25058,60,202.0,60,1,2020,Grocery,8
25059,34,233.0,34,1,2330,Grocery,8
25062,52,142.0,309,1,1420,Grocery,8
25062,52,42.0,52,2,420,Grocery,8
25063,21,278.0,270,1,2780,Grocery,8
25063,21,242.0,21,2,2420,Grocery,8
25065,306,161.0,306,1,1610,Grocery,8
25066,103,220.0,284,1,2200,Grocery,8
25066,103,243.5,103,2,2435,Grocery,8
25068,239,378.0,239,1,3780,Grocery,8
25070,70,144.0,70,1,1440,Grocery,8
25071,41,516.0,41,1,5160,Grocery,8
25073,269,206.0,269,1,2060,Grocery,8
25074,62,179.2,62,1,1792,Grocery,8
25075,272,369.0,272,1,3690,Grocery,8
25076,231,184.0,231,1,1840,Grocery,8
25077,27,64.0,282,1,640,Grocery,8
25077,27,36.0,182,2,360,Grocery,8
25077,27,64.5,27,3,645,Grocery,8
25079,34,178.0,253,1,1780,Grocery,8
25079,34,62.0,34,2,620,Grocery,8
25080,117,188.0,302,1,1880,Grocery,8
25080,117,86.0,117,2,860,Grocery,8
25082,99,660.0,99,1,6600,Grocery,8
25083,41,331.0,304,1,3310,Grocery,8
25083,41,165.8,41,2,1658,Grocery,8
25084,268,214.0,268,1,2140,Grocery,8
25085,44,2600.0,44,1,26000,Grocery,8
25086,11,306.0,306,1,3060,Grocery,8
25086,11,184.0,11,2,1840,Grocery,8
25089,269,203.0,269,1,2030,Grocery,8
25090,20,173.0,20,1,1730,Grocery,8
25092,147,232.0,330,1,2320,Grocery,8
25092,147,118.0,147,2,1180,Grocery,8
25093,20,294.0,20,1,2940,Grocery,8
25095,27,256.0,310,1,2560,Grocery,8
25100,174,112.0,174,1,1120,Grocery,8
25101,91,1431.0,258,1,14310,Grocery,8
25101,91,372.0,91,2,3720,Grocery,8
25102,265,326.0,265,1,3260,Grocery,8
25103,242,159.3,242,1,1593,Grocery,8
25105,104,426.0,104,1,4260,Grocery,8
25107,252,2585.0,252,1,25850,Grocery,8
25110,34,112.0,34,1,1120,Grocery,8
25114,115,354.0,115,1,3540,Grocery,8
25115,252,337.0,252,1,3370,Grocery,8
25116,59,558.0,59,1,5580,Grocery,8
25118,257,128.0,257,1,1280,Grocery,8
25120,109,126.0,291,1,1260,Grocery,8
25124,146,102.0,146,1,1020,Grocery,8
25127,27,333.0,259,1,3330,Grocery,8
25127,27,141.0,27,2,1410,Grocery,8
25128,123,518.0,123,1,5180,Grocery,8
25129,269,287.0,269,1,2870,Grocery,8
25130,129,74.0,129,1,740,Grocery,8
25133,198,216.0,198,1,2160,Grocery,8
25136,27,279.0,27,1,2790,Grocery,8
25138,250,105.5,250,1,1055,Grocery,8
25142,306,82.0,306,1,820,Grocery,8
25145,209,516.0,209,1,5160,Grocery,8
25148,13,242.0,13,1,2420,Grocery,8
25149,68,150.0,68,1,1500,Grocery,8
25150,33,424.0,33,1,4240,Grocery,8
25151,50,232.0,50,1,2320,Grocery,8
25153,84,238.0,84,1,2380,Grocery,8
25155,145,128.0,145,1,1280,Grocery,8
25158,20,237.0,20,1,2370,Grocery,8
25159,260,400.0,260,1,4000,Grocery,8
25162,84,288.0,84,1,2880,Grocery,8
25164,15,146.0,15,1,1460,Grocery,8
25165,167,200.0,291,1,2000,Grocery,8
25165,167,326.0,167,2,3260,Grocery,8
25168,161,278.0,161,1,2780,Grocery,8
25169,249,200.0,249,1,2000,Grocery,8
25170,73,216.0,73,1,2160,Grocery,8
25173,265,224.0,265,1,2240,Grocery,8
25177,20,562.0,20,1,5620,Grocery,8
25182,261,110.0,261,1,1100,Grocery,8
25185,270,153.0,270,1,1530,Grocery,8
25186,261,172.0,261,1,1720,Grocery,8
25187,271,206.0,271,1,2060,Grocery,8
25188,169,108.0,169,1,1080,Grocery,8
25189,302,210.0,302,1,2100,Grocery,8
25190,6,122.0,271,1,1220,Grocery,8
25190,6,86.0,6,2,860,Grocery,8
25191,26,248.0,79,1,2480,Grocery,8
25191,26,40.0,26,2,400,Grocery,8
25192,82,183.1,82,1,1831,Grocery,8
25193,197,266.0,197,1,2660,Grocery,8
25196,52,180.0,52,1,1800,Grocery,8
25198,118,416.0,118,1,4160,Grocery,8
25199,78,262.0,78,1,2620,Grocery,8
25200,27,722.0,312,1,7220,Grocery,8
25200,27,722.0,312,2,7220,Grocery,8
25200,27,357.0,27,3,3570,Grocery,8
25203,301,190.0,301,1,1900,Grocery,8
25205,119,142.0,119,1,1420,Grocery,8
25209,9,161.7,9,1,1617,Grocery,8
25211,250,140.0,250,1,1400,Grocery,8
25213,311,294.0,311,1,2940,Grocery,8
25214,88,412.0,88,1,4120,Grocery,8
25217,132,400.0,132,1,4000,Grocery,8
25218,71,218.0,325,1,2180,Grocery,8
25218,71,156.0,71,2,1560,Grocery,8
25219,41,176.0,327,1,1760,Grocery,8
25219,41,94.0,158,2,940,Grocery,8
25219,41,84.0,41,3,840,Grocery,8
25225,70,2532.0,70,1,25320,Grocery,8
25227,255,171.0,255,1,1710,Grocery,8
25229,303,89.8,303,1,898,Grocery,8
25230,304,224.0,304,1,2240,Grocery,8
25231,51,304.0,51,1,3040,Grocery,8
25235,203,128.0,280,1,1280,Grocery,8
25235,203,55.1,203,2,551,Grocery,8
25236,247,164.0,247,1,1640,Grocery,8
25243,291,250.0,291,1,2500,Grocery,8
25244,20,464.5,20,1,4645,Grocery,8
25245,244,38.0,244,1,380,Grocery,8
25247,10,227.8,10,1,2278,Grocery,8
25248,98,219.7,98,1,2197,Grocery,8
25249,219,208.0,219,1,2080,Grocery,8
25250,79,254.0,79,1,2540,Grocery,8
25252,86,152.0,86,1,1520,Grocery,8
25253,97,154.0,97,1,1540,Grocery,8
25258,41,58.0,41,1,580,Grocery,8
25259,41,103.0,41,1,1030,Grocery,8
25264,42,136.0,267,1,1360,Grocery,8
25264,42,64.0,42,2,640,Grocery,8
25268,17,188.0,17,1,1880,Grocery,8
25270,250,415.0,250,1,4150,Grocery,8
25271,6,327.0,306,1,3270,Grocery,8
25271,6,512.0,70,2,5120,Grocery,8
25271,6,224.0,6,3,2240,Grocery,8
25272,279,2054.0,279,1,20540,Grocery,8
25274,34,684.0,34,1,6840,Grocery,8
25277,20,457.0,20,1,4570,Grocery,8
25278,20,311.6,20,1,3116,Grocery,8
25278,20,286.1,20,2,2861,Grocery,8
25279,20,352.0,20,1,3520,Grocery,8
25281,3,79.1,116,1,791,Grocery,8
25281,3,58.0,3,2,580,Grocery,8
25283,145,105.0,269,1,1050,Grocery,8
25285,83,51.0,83,1,510,Grocery,8
25287,20,172.0,151,1,1720,Grocery,8
25288,279,208.0,279,1,2080,Grocery,8
25290,8,110.0,169,1,1100,Grocery,8
25290,8,53.2,85,2,532,Grocery,8
25290,8,24.0,57,3,240,Grocery,8
25290,8,20.0,36,4,200,Grocery,8
25290,8,18.0,8,5,180,Grocery,8
25291,74,384.0,74,1,3840,Grocery,8
25293,41,191.0,304,1,1910,Grocery,8
25293,41,98.0,41,2,980,Grocery,8
25294,103,850.0,292,1,8500,Grocery,8
25296,239,142.0,239,1,1420,Grocery,8
25298,252,171.0,252,1,1710,Grocery,8
25300,86,206.0,148,1,2060,Grocery,8
25300,86,14.0,86,2,140,Grocery,8
25302,152,264.0,152,1,2640,Grocery,8
25304,27,476.0,27,1,4760,Grocery,8
25305,251,138.0,251,1,1380,Grocery,8
25306,326,160.0,326,1,1600,Grocery,8
25310,210,370.0,210,1,3700,Grocery,8
25311,110,422.0,110,1,4220,Grocery,8
25314,2,392.0,2,1,3920,Grocery,8
25315,81,236.0,81,1,2360,Grocery,8
25317,209,142.0,209,1,1420,Grocery,8
25318,237,276.0,237,1,2760,Grocery,8
25319,20,486.0,20,1,4860,Grocery,8
25327,27,405.0,27,1,4050,Grocery,8
25331,103,200.0,263,1,2000,Grocery,8
25331,103,66.0,103,2,660,Grocery,8
25333,70,64.0,70,1,640,Grocery,8
25335,189,268.4,189,1,2684,Grocery,8
25335,189,21.0,189,2,210,Grocery,8
25336,27,437.0,27,1,4370,Grocery,8
25337,10,344.0,10,1,3440,Grocery,8
25338,38,99.6,38,1,996,Grocery,8
25340,24,126.1,24,1,1261,Grocery,8
25341,269,36.0,269,1,360,Grocery,8
25342,14,154.0,14,1,1540,Grocery,8
25343,160,628.0,160,1,6280,Grocery,8
25344,27,142.0,270,1,1420,Grocery,8
25344,27,182.0,27,2,1820,Grocery,8
25345,34,36.0,238,1,360,Grocery,8
25345,34,40.0,173,2,400,Grocery,8
25345,34,37.0,124,3,370,Grocery,8
25345,34,36.0,56,4,360,Grocery,8
25345,34,19.0,34,5,190,Grocery,8
25347,271,263.0,271,1,2630,Grocery,8
25353,70,378.0,70,1,3780,Grocery,8
25356,269,108.0,269,1,1080,Grocery,8
25357,15,164.0,325,1,1640,Grocery,8
25357,15,104.0,15,2,1040,Grocery,8
25359,126,256.0,126,1,2560,Grocery,8
25362,195,206.0,195,1,2060,Grocery,8
25363,209,60.0,224,1,600,Grocery,8
25363,209,72.0,209,2,720,Grocery,8
25365,30,244.0,336,1,2440,Grocery,8
25365,30,92.0,179,2,920,Grocery,8
25365,30,92.0,30,3,920,Grocery,8
25368,98,194.0,98,1,1940,Grocery,8
25369,34,240.0,34,1,2400,Grocery,8
25374,99,200.0,99,1,2000,Grocery,8
25375,315,130.8,315,1,1308,Grocery,8
25377,6,272.0,6,1,2720,Grocery,8
25381,53,364.0,53,1,3640,Grocery,8
25383,55,92.0,55,1,920,Grocery,8
25389,271,303.0,271,1,3030,Grocery,8
25391,103,532.0,103,1,5320,Grocery,8
25398,328,1952.0,328,1,19520,Grocery,8
25404,41,172.0,271,1,1720,Grocery,8
25404,41,56.0,41,2,560,Grocery,8
25406,171,1760.0,228,1,17600,Grocery,8
25406,171,652.0,171,2,6520,Grocery,8
25408,50,381.6,250,1,3816,Grocery,8
25408,50,172.0,50,2,1720,Grocery,8
25410,250,79.2,250,1,792,Grocery,8
25411,28,40.0,28,1,400,Grocery,8
25413,104,224.0,104,1,2240,Grocery,8
25414,18,336.0,18,1,3360,Grocery,8
25418,67,208.0,67,1,2080,Grocery,8
25420,270,114.0,270,1,1140,Grocery,8
25422,83,178.0,238,1,1780,Grocery,8
25422,83,40.0,83,2,400,Grocery,8
25424,192,122.0,192,1,1220,Grocery,8
25426,17,95.0,270,1,950,Grocery,8
25426,17,144.0,17,2,1440,Grocery,8
25432,13,368.1,13,1,3681,Grocery,8
25433,4,104.0,264,1,1040,Grocery,8
25433,4,64.0,4,2,640,Grocery,8
25434,158,331.9,158,1,3319,Grocery,8
25435,41,35.0,262,1,350,Grocery,8
25436,264,338.0,264,1,3380,Grocery,8
25437,213,192.0,213,1,1920,Grocery,8
25441,13,282.0,13,1,2820,Grocery,8
25444,55,204.0,229,1,2040,Grocery,8
25444,55,120.0,55,2,1200,Grocery,8
25446,110,108.0,110,1,1080,Grocery,8
25449,27,274.0,321,1,2740,Grocery,8
25449,27,175.0,27,2,1750,Grocery,8
25450,258,120.0,258,1,1200,Grocery,8
25451,180,378.0,180,1,3780,Grocery,8
25453,27,110.0,280,1,1100,Grocery,8
25453,27,80.0,153,2,800,Grocery,8
25453,27,75.1,27,3,751,Grocery,8
25454,46,56.0,46,1,560,Grocery,8
25455,89,284.0,187,1,2840,Grocery,8
25455,89,55.0,89,2,550,Grocery,8
25456,191,158.0,191,1,1580,Grocery,8
25459,32,310.0,295,1,3100,Grocery,8
25459,32,44.9,237,2,449,Grocery,8
25459,32,138.0,32,3,1380,Grocery,8
25461,6,202.0,195,1,2020,Grocery,8
25461,6,20.0,6,2,200,Grocery,8
25463,1,304.0,300,1,3040,Grocery,8
25463,1,160.0,1,2,1600,Grocery,8
25464,37,744.0,37,1,7440,Grocery,8
25465,15,162.0,15,1,1620,Grocery,8
25466,283,178.0,283,1,1780,Grocery,8
25468,180,92.0,180,1,920,Grocery,8
25469,27,412.0,243,1,4120,Grocery,8
25469,27,209.0,27,2,2090,Grocery,8
25470,20,208.0,20,1,2080,Grocery,8
25472,13,1000.0,13,1,10000,Grocery,8
25474,63,392.0,63,1,3920,Grocery,8
25475,160,218.0,160,1,2180,Grocery,8
25476,150,164.0,150,1,1640,Grocery,8
25479,290,100.0,290,1,1000,Grocery,8
25481,34,129.0,253,1,1290,Grocery,8
25481,34,28.0,34,2,280,Grocery,8
25483,325,616.0,325,1,6160,Grocery,8
25485,20,189.0,20,1,1890,Grocery,8
25487,335,2210.0,335,1,22100,Grocery,8
25488,34,200.0,34,1,2000,Grocery,8
25489,27,217.0,27,1,2170,Grocery,8
25490,16,772.0,16,1,7720,Grocery,8
25491,206,91.1,206,1,911,Grocery,8
25494,258,359.0,258,1,3590,Grocery,8
25495,6,164.0,78,1,1640,Grocery,8
25495,6,43.0,6,2,430,Grocery,8
25501,59,160.0,153,1,1600,Grocery,8
25501,59,24.0,59,2,240,Grocery,8
25503,250,165.0,250,1,1650,Grocery,8
25505,250,192.0,250,1,1920,Grocery,8
25507,244,268.0,244,1,2680,Grocery,8
25509,245,152.0,245,1,1520,Grocery,8
25510,179,326.0,179,1,3260,Grocery,8
25511,64,205.5,64,1,2055,Grocery,8
25515,232,344.0,232,1,3440,Grocery,8
25516,51,556.0,116,1,5560,Grocery,8
25516,51,340.0,51,2,3400,Grocery,8
25518,262,246.0,262,1,2460,Grocery,8
25520,260,177.0,260,1,1770,Grocery,8
25521,57,208.0,57,1,2080,Grocery,8
25522,157,104.0,287,1,1040,Grocery,8
25522,157,190.0,287,2,1900,Grocery,8
25522,157,56.0,259,3,560,Grocery,8
25522,157,79.8,157,4,798,Grocery,8
25524,6,256.0,6,1,2560,Grocery,8
25526,68,468.0,68,1,4680,Grocery,8
25530,41,149.7,251,1,1497,Grocery,8
25531,220,140.0,220,1,1400,Grocery,8
25532,121,438.0,121,1,4380,Grocery,8
25535,41,161.7,167,1,1617,Grocery,8
25535,41,76.8,41,2,768,Grocery,8
25537,41,550.0,41,1,5500,Grocery,8
25544,273,170.0,319,1,1700,Grocery,8
25544,273,84.0,273,2,840,Grocery,8
25545,34,354.9,34,1,3549,Grocery,8
25547,74,293.2,245,1,2932,Grocery,8
25547,74,126.0,74,2,1260,Grocery,8
25550,102,200.0,253,1,2000,Grocery,8
25550,102,188.0,102,2,1880,Grocery,8
25556,270,111.0,270,1,1110,Grocery,8
25557,119,116.0,119,1,1160,Grocery,8
25558,101,224.0,101,1,2240,Grocery,8
25559,306,128.0,306,1,1280,Grocery,8
25560,290,2000.0,290,1,20000,Grocery,8
25562,250,67.5,250,1,675,Grocery,8
25563,325,156.0,325,1,1560,Grocery,8
25564,50,328.0,50,1,3280,Grocery,8
25565,33,720.0,33,1,7200,Grocery,8
25569,6,200.0,6,1,2000,Grocery,8
25570,258,168.0,258,1,1680,Grocery,8
25572,42,256.0,42,1,2560,Grocery,8
25573,27,242.0,27,1,2420,Grocery,8
25577,46,166.0,46,1,1660,Grocery,8
25578,60,186.0,60,1,1860,Grocery,8
25580,41,230.0,41,1,2300,Grocery,8
25581,304,193.0,304,1,1930,Grocery,8
25582,250,2300.0,271,1,23000,Grocery,8
25586,262,226.0,262,1,2260,Grocery,8
25591,83,352.0,83,1,3520,Grocery,8
25593,154,106.0,154,1,1060,Grocery,8
25594,80,173.0,271,1,1730,Grocery,8
25594,80,60.0,80,2,600,Grocery,8
25595,127,254.0,127,1,2540,Grocery,8
25596,83,176.0,83,1,1760,Grocery,8
25604,27,231.0,27,1,2310,Grocery,8
25608,320,312.0,320,1,3120,Grocery,8
25609,121,126.0,121,1,1260,Grocery,8
25616,52,2923.2,52,1,29232,Grocery,8
25618,248,172.0,248,1,1720,Grocery,8
25620,250,398.0,250,1,3980,Grocery,8
25621,269,123.0,269,1,1230,Grocery,8
25622,56,286.0,56,1,2860,Grocery,8
25623,34,477.0,34,1,4770,Grocery,8
25625,102,210.0,102,1,2100,Grocery,8
25627,259,442.0,259,1,4420,Grocery,8
25627,259,52.0,259,2,520,Grocery,8
25629,38,144.0,38,1,1440,Grocery,8
25630,250,72.0,250,1,720,Grocery,8
25631,13,58.0,313,1,580,Grocery,8
25631,13,62.0,211,2,620,Grocery,8
25631,13,90.0,86,3,900,Grocery,8
25631,13,40.0,13,4,400,Grocery,8
25633,131,570.0,131,1,5700,Grocery,8
25635,190,152.8,190,1,1528,Grocery,8
25637,137,282.7,137,1,2827,Grocery,8
25642,220,203.4,220,1,2034,Grocery,8
25643,183,348.0,183,1,3480,Grocery,8
25644,299,176.0,299,1,1760,Grocery,8
25646,269,344.0,269,1,3440,Grocery,8
25647,114,239.5,114,1,2395,Grocery,8
25648,318,173.8,318,1,1738,Grocery,8
25650,150,242.0,150,1,2420,Grocery,8
25651,133,60.0,133,1,600,Grocery,8
25652,249,334.0,249,1,3340,Grocery,8
25656,62,1200.0,166,1,12000,Grocery,8
25656,62,852.0,62,2,8520,Grocery,8
25658,18,135.9,18,1,1359,Grocery,8
25659,91,414.0,91,1,4140,Grocery,8
25661,257,98.0,257,1,980,Grocery,8
25663,270,269.0,270,1,2690,Grocery,8
25664,174,396.0,174,1,3960,Grocery,8
25665,93,202.0,179,1,2020,Grocery,8
25665,93,93.0,144,2,930,Grocery,8
25665,93,98.0,93,3,980,Grocery,8
25667,263,190.0,263,1,1900,Grocery,8
25670,261,173.0,261,1,1730,Grocery,8
25673,314,2200.0,314,1,22000,Grocery,8
25674,191,186.0,191,1,1860,Grocery,8
25675,257,190.0,257,1,1900,Grocery,8
25676,63,178.0,186,1,1780,Grocery,8
25676,63,38.0,63,2,380,Grocery,8
25679,127,1160.0,127,1,11600,Grocery,8
25679,127,1160.0,127,2,11600,Grocery,8
25683,139,424.0,139,1,4240,Grocery,8
25684,38,202.0,38,1,2020,Grocery,8
25685,325,172.0,325,1,1720,Grocery,8
25690,258,169.0,258,1,1690,Grocery,8
25693,53,298.0,53,1,2980,Grocery,8
25694,84,200.0,106,1,2000,Grocery,8
25694,84,216.0,84,2,2160,Grocery,8
25696,27,647.0,27,1,6470,Grocery,8
25699,254,299.0,254,1,2990,Grocery,8
25700,40,200.0,100,1,2000,Grocery,8
25700,40,200.0,41,2,2000,Grocery,8
25700,40,252.0,40,3,2520,Grocery,8
25702,5,400.0,5,1,4000,Grocery,8
25705,148,392.0,148,1,3920,Grocery,8
25706,147,122.0,298,1,1220,Grocery,8
25706,147,58.0,147,2,580,Grocery,8
25708,62,200.0,327,1,2000,Grocery,8
25708,62,100.0,286,2,1000,Grocery,8
25708,62,168.0,149,3,1680,Grocery,8
25708,62,126.0,62,4,1260,Grocery,8
25714,59,514.0,59,1,5140,Grocery,8
25716,15,278.0,15,1,2780,Grocery,8
25717,313,162.0,313,1,1620,Grocery,8
25719,6,399.0,6,1,3990,Grocery,8
25720,259,413.0,259,1,4130,Grocery,8
25721,14,246.0,14,1,2460,Grocery,8
25722,72,94.0,72,1,940,Grocery,8
25726,74,80.0,74,1,800,Grocery,8
25728,269,260.0,269,1,2600,Grocery,8
25729,260,57.0,260,1,570,Grocery,8
25730,247,188.0,247,1,1880,Grocery,8
25735,40,198.0,40,1,1980,Grocery,8
25737,3,128.0,162,1,1280,Grocery,8
25737,3,42.0,3,2,420,Grocery,8
25738,42,410.0,42,1,4100,Grocery,8
25739,68,170.0,68,1,1700,Grocery,8
25741,13,191.0,13,1,1910,Grocery,8
25743,164,234.0,164,1,2340,Grocery,8
25744,243,356.0,243,1,3560,Grocery,8
25745,260,108.0,260,1,1080,Grocery,8
25746,140,306.0,140,1,3060,Grocery,8
25750,31,136.0,31,1,1360,Grocery,8
25752,255,303.0,255,1,3030,Grocery,8
25754,42,34.0,277,1,340,Grocery,8
25754,42,130.0,42,2,1300,Grocery,8
25755,33,630.0,33,1,6300,Grocery,8
25759,86,218.0,86,1,2180,Grocery,8
25761,69,200.0,69,1,2000,Grocery,8
25763,34,213.0,34,1,2130,Grocery,8
25767,203,248.0,203,1,2480,Grocery,8
25772,100,146.0,100,1,1460,Grocery,8
25776,112,376.0,112,1,3760,Grocery,8
25777,276,124.0,276,1,1240,Grocery,8
25778,42,826.0,42,1,8260,Grocery,8
25782,254,137.0,254,1,1370,Grocery,8
25783,12,185.0,12,1,1850,Grocery,8
25784,20,206.0,20,1,2060,Grocery,8
25789,197,196.0,270,1,1960,Grocery,8
25789,197,810.0,197,2,8100,Grocery,8
25793,297,170.0,297,1,1700,Grocery,8
25795,304,165.0,304,1,1650,Grocery,8
25803,259,295.0,259,1,2950,Grocery,8
25804,87,152.4,87,1,1524,Grocery,8
25807,43,159.0,43,1,1590,Grocery,8
25808,271,423.0,271,1,4230,Grocery,8
25810,110,424.0,110,1,4240,Grocery,8
25813,2,486.0,2,1,4860,Grocery,8
25818,78,449.5,78,1,4495,Grocery,8
25820,293,2144.0,293,1,21440,Grocery,8
25821,109,370.0,109,1,3700,Grocery,8
25826,258,120.0,258,1,1200,Grocery,8
25827,304,423.0,304,1,4230,Grocery,8
25831,41,158.0,269,1,1580,Grocery,8
25831,41,73.0,41,2,730,Grocery,8
25832,31,238.0,31,1,2380,Grocery,8
25834,48,228.0,48,1,2280,Grocery,8
25836,237,75.4,237,1,754,Grocery,8
25837,269,177.0,269,1,1770,Grocery,8
25840,20,329.0,259,1,3290,Grocery,8
25840,20,128.0,77,2,1280,Grocery,8
25840,20,42.0,20,3,420,Grocery,8
25841,34,160.0,34,1,1600,Grocery,8
25844,12,352.0,12,1,3520,Grocery,8
25849,27,183.0,27,1,1830,Grocery,8
25850,47,450.0,47,1,4500,Grocery,8
25851,270,106.0,270,1,1060,Grocery,8
25855,27,315.0,27,1,3150,Grocery,8
25859,257,136.0,257,1,1360,Grocery,8
25862,27,25.0,54,1,250,Grocery,8
25862,27,400.0,27,2,4000,Grocery,8
25862,27,16.0,27,3,160,Grocery,8
25863,261,95.8,261,1,958,Grocery,8
25866,13,2334.0,13,1,23340,Grocery,8
25870,5,164.0,5,1,1640,Grocery,8
25871,6,137.0,6,1,1370,Grocery,8
25872,13,133.0,13,1,1330,Grocery,8
25876,168,428.0,168,1,4280,Grocery,8
25878,167,153.9,167,1,1539,Grocery,8
25881,204,122.0,204,1,1220,Grocery,8
25882,41,201.0,41,1,2010,Grocery,8
25884,55,278.0,329,1,2780,Grocery,8
25884,55,234.0,55,2,2340,Grocery,8
25890,64,150.0,64,1,1500,Grocery,8
25892,230,160.0,230,1,1600,Grocery,8
25896,258,123.8,258,1,1238,Grocery,8
25900,306,2607.0,306,1,26070,Grocery,8
25901,92,116.0,123,1,1160,Grocery,8
25901,92,198.0,92,2,1980,Grocery,8
25902,27,122.0,27,1,1220,Grocery,8
25906,261,326.0,261,1,3260,Grocery,8
25908,91,300.0,273,1,3000,Grocery,8
25908,91,68.8,261,2,688,Grocery,8
25908,91,164.0,91,3,1640,Grocery,8
25910,120,236.0,120,1,2360,Grocery,8
25911,45,268.0,45,1,2680,Grocery,8
25912,27,211.0,27,1,2110,Grocery,8
25915,90,602.0,278,1,6020,Grocery,8
25915,90,258.0,90,2,2580,Grocery,8
25917,153,89.0,250,1,890,Grocery,8
25917,153,54.8,153,2,548,Grocery,8
25919,11,204.0,11,1,2040,Grocery,8
25920,293,596.0,293,1,5960,Grocery,8
25921,34,301.0,34,1,3010,Grocery,8
25922,304,300.0,304,1,3000,Grocery,8
25923,4,220.6,4,1,2206,Grocery,8
25924,13,42.0,185,1,420,Grocery,8
25924,13,132.2,109,2,1322,Grocery,8
25924,13,288.0,13,3,2880,Grocery,8
25930,123,150.0,123,1,1500,Grocery,8
25933,305,150.0,305,1,1500,Grocery,8
25935,156,376.0,156,1,3760,Grocery,8
25938,129,84.9,129,1,849,Grocery,8
25940,27,159.0,27,1,1590,Grocery,8
25941,258,169.0,258,1,1690,Grocery,8
25943,134,396.0,134,1,3960,Grocery,8
25946,54,188.0,54,1,1880,Grocery,8
25950,108,242.0,108,1,2420,Grocery,8
25951,118,414.0,161,1,4140,Grocery,8
25951,118,40.0,118,2,400,Grocery,8
25953,270,231.0,270,1,2310,Grocery,8
25954,261,77.0,261,1,770,Grocery,8
25957,27,106.0,250,1,1060,Grocery,8
25957,27,52.0,27,2,520,Grocery,8
25958,262,160.0,262,1,1600,Grocery,8
25961,271,440.0,271,1,4400,Grocery,8
25963,151,174.0,289,1,1740,Grocery,8
25963,151,92.0,151,2,920,Grocery,8
25966,223,204.0,223,1,2040,Grocery,8
25967,260,138.0,260,1,1380,Grocery,8
