User_Id,KMeans_Cluster,Cluster_Name,RFM_Score,Recency,Frequency,Total_Spend
18885,3,🆕 Recent Shoppers,2.2,13,1,93.0
18886,3,🆕 Recent Shoppers,2.65,189,1,288.0
18887,0,💎 High-Value Loyalists,1.6,168,2,138.0
18888,0,💎 High-Value Loyalists,3.6,20,2,438.0
18889,1,😴 At-Risk/Dormant,1.2999999999999998,249,1,106.0
18890,1,😴 At-Risk/Dormant,2.7,241,1,480.0
18891,1,😴 At-Risk/Dormant,1.6,170,1,121.4
18892,0,💎 High-Value Loyalists,2.65,214,2,262.0
18893,3,🆕 Recent Shoppers,2.2,34,1,117.0
18894,3,🆕 Recent Shoppers,3.0,177,1,516.0
18895,1,😴 At-Risk/Dormant,1.2999999999999998,262,1,32.0
18896,1,😴 At-Risk/Dormant,1.2999999999999998,261,1,104.0
18897,3,🆕 Recent Shoppers,3.25,30,1,299.9
18898,1,😴 At-Risk/Dormant,1.35,291,1,160.0
18899,3,🆕 Recent Shoppers,2.9,20,1,218.0
18900,3,🆕 Recent Shoppers,2.65,202,2,264.0
18901,3,🆕 Recent Shoppers,3.25,26,1,346.0
18902,0,💎 High-Value Loyalists,3.6,22,7,680.0
18903,1,😴 At-Risk/Dormant,1.65,254,1,162.4
18904,1,😴 At-Risk/Dormant,1.65,241,1,164.0
18905,1,😴 At-Risk/Dormant,2.35,268,1,334.0
18906,1,😴 At-Risk/Dormant,1.0,447,1,100.0
18907,3,🆕 Recent Shoppers,2.55,4,1,153.0
18908,1,😴 At-Risk/Dormant,1.2999999999999998,261,1,135.0
18909,1,😴 At-Risk/Dormant,1.95,181,1,140.0
18910,3,🆕 Recent Shoppers,2.2,10,1,112.0
18911,1,😴 At-Risk/Dormant,2.05,370,1,268.0
18912,1,😴 At-Risk/Dormant,2.4,476,1,500.0
18913,3,🆕 Recent Shoppers,2.95,61,1,272.0
18914,3,🆕 Recent Shoppers,3.6,2,1,452.0
18915,2,🛒 Regular Customers,2.4,363,1,2152.0
18916,3,🆕 Recent Shoppers,3.3,35,1,504.0
18917,3,🆕 Recent Shoppers,2.9,29,1,204.0
18918,1,😴 At-Risk/Dormant,1.65,247,1,179.3
18919,1,😴 At-Risk/Dormant,1.0,305,1,115.0
18920,3,🆕 Recent Shoppers,2.95,99,1,274.0
18921,1,😴 At-Risk/Dormant,1.65,251,1,181.0
18922,1,😴 At-Risk/Dormant,1.2999999999999998,258,1,116.0
18923,1,😴 At-Risk/Dormant,1.6999999999999995,335,1,196.0
18924,3,🆕 Recent Shoppers,2.95,35,1,412.0
18925,3,🆕 Recent Shoppers,2.55,20,1,185.0
18926,0,💎 High-Value Loyalists,3.25,20,2,261.6
18927,3,🆕 Recent Shoppers,3.3,67,2,497.4
18928,3,🆕 Recent Shoppers,2.25,81,1,184.0
18929,1,😴 At-Risk/Dormant,1.2999999999999998,230,1,120.0
18930,3,🆕 Recent Shoppers,2.6,88,2,222.0
18931,0,💎 High-Value Loyalists,3.25,27,2,338.0
18932,1,😴 At-Risk/Dormant,1.35,314,1,142.4
18933,1,😴 At-Risk/Dormant,2.35,221,1,284.0
18934,3,🆕 Recent Shoppers,3.3,46,1,450.0
18935,0,💎 High-Value Loyalists,2.95,41,2,296.0
18936,3,🆕 Recent Shoppers,1.95,118,1,176.0
18937,1,😴 At-Risk/Dormant,1.6999999999999995,272,1,208.9
18938,0,💎 High-Value Loyalists,2.55,34,2,174.0
18939,1,😴 At-Risk/Dormant,2.0,249,1,218.0
18940,1,😴 At-Risk/Dormant,1.6999999999999995,320,1,200.0
18941,3,🆕 Recent Shoppers,2.9,27,1,233.0
18942,0,💎 High-Value Loyalists,3.25,8,2,330.0
18943,0,💎 High-Value Loyalists,2.6,68,2,210.0
18944,3,🆕 Recent Shoppers,2.95,50,1,308.9
18945,0,💎 High-Value Loyalists,3.3,72,3,451.3
18946,3,🆕 Recent Shoppers,2.55,4,1,162.0
18947,1,😴 At-Risk/Dormant,1.2999999999999998,256,1,75.6
18948,3,🆕 Recent Shoppers,3.6,34,1,1099.0
18949,1,😴 At-Risk/Dormant,2.0,269,1,194.7
18950,1,😴 At-Risk/Dormant,2.05,291,1,276.0
18951,1,😴 At-Risk/Dormant,1.2999999999999998,248,1,100.0
18952,0,💎 High-Value Loyalists,3.6,34,4,530.0
18953,0,💎 High-Value Loyalists,3.6,20,3,1206.0
18954,0,💎 High-Value Loyalists,3.6,20,4,1009.0
18955,3,🆕 Recent Shoppers,2.25,82,1,168.0
18956,3,🆕 Recent Shoppers,2.65,210,1,320.0
18957,1,😴 At-Risk/Dormant,2.0,261,1,193.0
18958,3,🆕 Recent Shoppers,1.9,81,1,90.0
18959,1,😴 At-Risk/Dormant,1.6999999999999995,336,1,244.0
18960,1,😴 At-Risk/Dormant,1.65,260,1,186.5
18961,3,🆕 Recent Shoppers,2.95,40,1,369.1
18962,3,🆕 Recent Shoppers,2.6,41,1,236.0
18963,3,🆕 Recent Shoppers,2.65,119,1,334.0
18964,2,🛒 Regular Customers,2.4,298,2,2548.3
18965,1,😴 At-Risk/Dormant,1.6999999999999995,320,1,196.0
18966,1,😴 At-Risk/Dormant,1.6999999999999995,432,2,199.0
18967,1,😴 At-Risk/Dormant,2.35,237,2,370.0
18968,1,😴 At-Risk/Dormant,2.7,253,1,450.0
18969,1,😴 At-Risk/Dormant,1.65,259,1,147.0
18970,1,😴 At-Risk/Dormant,1.6999999999999995,270,1,220.9
18971,3,🆕 Recent Shoppers,3.6,34,1,492.0
18972,0,💎 High-Value Loyalists,3.6,24,8,1080.0
18973,1,😴 At-Risk/Dormant,2.35,252,1,280.0
18974,1,😴 At-Risk/Dormant,1.0,301,1,49.3
18975,1,😴 At-Risk/Dormant,1.35,384,1,144.7
18976,2,🛒 Regular Customers,2.7,269,2,2472.0
18977,1,😴 At-Risk/Dormant,1.6999999999999995,317,1,200.0
18978,3,🆕 Recent Shoppers,3.25,27,1,306.9
18979,1,😴 At-Risk/Dormant,2.35,256,1,284.0
18980,1,😴 At-Risk/Dormant,1.6,102,1,60.0
18981,1,😴 At-Risk/Dormant,1.35,305,1,160.0
18982,1,😴 At-Risk/Dormant,2.35,251,1,360.0
18983,1,😴 At-Risk/Dormant,2.35,250,1,307.0
18984,2,🛒 Regular Customers,3.3,74,1,2213.5
18985,3,🆕 Recent Shoppers,2.2,13,1,76.3
18986,3,🆕 Recent Shoppers,3.25,34,1,261.0
18987,1,😴 At-Risk/Dormant,1.0,515,1,20.0
18988,1,😴 At-Risk/Dormant,2.7,262,1,458.3
18989,0,💎 High-Value Loyalists,3.25,27,4,354.0
18990,1,😴 At-Risk/Dormant,1.35,314,1,144.1
18991,3,🆕 Recent Shoppers,2.55,27,1,150.0
18992,1,😴 At-Risk/Dormant,1.2999999999999998,262,2,105.0
18993,3,🆕 Recent Shoppers,2.95,73,1,258.0
18994,0,💎 High-Value Loyalists,2.6,66,2,217.8
18995,1,😴 At-Risk/Dormant,1.0,412,1,132.0
18996,1,😴 At-Risk/Dormant,2.3,205,1,212.0
18997,1,😴 At-Risk/Dormant,2.05,293,1,396.0
18998,3,🆕 Recent Shoppers,2.65,211,1,336.0
18999,3,🆕 Recent Shoppers,2.65,194,1,332.0
19000,1,😴 At-Risk/Dormant,2.4,300,2,775.9
19001,1,😴 At-Risk/Dormant,1.0,373,1,110.0
19002,0,💎 High-Value Loyalists,3.0,112,2,472.0
19003,3,🆕 Recent Shoppers,2.9,8,1,232.0
19004,3,🆕 Recent Shoppers,2.95,59,1,360.0
19005,1,😴 At-Risk/Dormant,2.35,241,1,258.0
19006,3,🆕 Recent Shoppers,2.6,50,1,243.3
19007,1,😴 At-Risk/Dormant,2.35,266,1,276.0
19008,3,🆕 Recent Shoppers,2.3,102,1,198.0
19009,0,💎 High-Value Loyalists,2.7,260,3,1460.8000000000002
19010,1,😴 At-Risk/Dormant,1.0,276,1,112.0
19011,3,🆕 Recent Shoppers,1.9,49,1,12.0
19012,0,💎 High-Value Loyalists,3.3,72,3,1095.0
19013,0,💎 High-Value Loyalists,1.2999999999999998,268,2,84.0
19014,1,😴 At-Risk/Dormant,1.6999999999999995,273,1,202.0
19015,1,😴 At-Risk/Dormant,1.35,306,1,177.0
19016,1,😴 At-Risk/Dormant,2.05,272,1,291.0
19017,3,🆕 Recent Shoppers,3.6,25,1,448.0
19018,1,😴 At-Risk/Dormant,2.05,272,2,403.0
19019,1,😴 At-Risk/Dormant,1.6999999999999995,427,1,234.0
19020,3,🆕 Recent Shoppers,2.2,34,2,93.0
19021,0,💎 High-Value Loyalists,2.9,20,2,232.0
19022,1,😴 At-Risk/Dormant,1.35,344,1,186.0
19023,1,😴 At-Risk/Dormant,2.35,265,1,334.0
19024,2,🛒 Regular Customers,2.4,306,2,2065.0
19025,3,🆕 Recent Shoppers,2.9,26,1,244.0
19026,1,😴 At-Risk/Dormant,1.65,249,1,188.0
19027,1,😴 At-Risk/Dormant,1.35,299,1,182.0
19028,3,🆕 Recent Shoppers,3.6,16,1,460.0
19029,1,😴 At-Risk/Dormant,1.2999999999999998,246,1,77.1
19030,3,🆕 Recent Shoppers,3.0,192,1,562.0
19031,1,😴 At-Risk/Dormant,1.2999999999999998,236,1,90.0
19032,1,😴 At-Risk/Dormant,1.0,418,1,134.0
19033,3,🆕 Recent Shoppers,3.3,83,1,543.4
19034,1,😴 At-Risk/Dormant,1.2999999999999998,251,1,101.9
19035,3,🆕 Recent Shoppers,2.6,54,1,220.0
19036,0,💎 High-Value Loyalists,3.25,27,3,403.0
19037,3,🆕 Recent Shoppers,3.0,192,1,502.0
19038,1,😴 At-Risk/Dormant,1.6,186,1,104.0
19039,1,😴 At-Risk/Dormant,2.35,241,1,310.0
19040,0,💎 High-Value Loyalists,2.2,20,2,96.0
19041,3,🆕 Recent Shoppers,2.65,140,1,332.0
19042,0,💎 High-Value Loyalists,3.0,154,3,548.0
19043,1,😴 At-Risk/Dormant,2.4,290,1,426.0
19044,1,😴 At-Risk/Dormant,1.0,301,1,95.5
19045,1,😴 At-Risk/Dormant,2.3,187,1,246.0
19046,3,🆕 Recent Shoppers,2.55,4,1,184.0
19047,3,🆕 Recent Shoppers,1.6,102,1,119.5
19048,0,💎 High-Value Loyalists,2.95,75,2,262.0
19049,1,😴 At-Risk/Dormant,1.65,233,1,184.0
19050,1,😴 At-Risk/Dormant,1.35,362,1,168.0
19051,1,😴 At-Risk/Dormant,1.2999999999999998,235,1,50.0
19052,1,😴 At-Risk/Dormant,1.0,328,1,74.0
19053,1,😴 At-Risk/Dormant,1.65,224,1,174.0
19054,0,💎 High-Value Loyalists,2.65,102,3,357.7
19055,3,🆕 Recent Shoppers,3.3,53,1,434.0
19056,1,😴 At-Risk/Dormant,1.65,268,1,148.0
19057,3,🆕 Recent Shoppers,2.6,85,1,238.0
19058,2,🛒 Regular Customers,2.7,254,2,4536.1
19059,0,💎 High-Value Loyalists,2.95,46,2,264.0
19060,0,💎 High-Value Loyalists,1.6,155,2,124.0
19061,2,🛒 Regular Customers,2.7,268,1,2004.0
19062,3,🆕 Recent Shoppers,1.9,61,1,76.9
19063,1,😴 At-Risk/Dormant,1.65,221,1,152.0
19064,0,💎 High-Value Loyalists,2.65,125,2,412.0
19065,2,🛒 Regular Customers,2.4,296,1,4000.0
19066,0,💎 High-Value Loyalists,3.25,20,2,262.6
19067,0,💎 High-Value Loyalists,3.3,75,2,659.0
19068,1,😴 At-Risk/Dormant,1.0,282,1,130.0
19069,1,😴 At-Risk/Dormant,2.05,300,1,259.5
19070,0,💎 High-Value Loyalists,2.25,44,2,180.8
19071,3,🆕 Recent Shoppers,3.3,55,1,776.2
19072,3,🆕 Recent Shoppers,3.6,8,1,1000.0
19073,3,🆕 Recent Shoppers,2.2,15,1,128.0
19074,3,🆕 Recent Shoppers,2.95,90,2,386.0
19075,1,😴 At-Risk/Dormant,1.6999999999999995,428,1,213.8
19076,2,🛒 Regular Customers,2.7,269,1,1573.0
19077,3,🆕 Recent Shoppers,2.95,70,1,316.0
19078,3,🆕 Recent Shoppers,3.6,5,1,465.9
19079,3,🆕 Recent Shoppers,2.95,41,1,424.0
19080,3,🆕 Recent Shoppers,2.2,12,1,138.0
19081,3,🆕 Recent Shoppers,2.95,84,2,322.0
19082,1,😴 At-Risk/Dormant,2.35,260,1,279.0
19083,3,🆕 Recent Shoppers,2.65,210,1,326.0
19084,1,😴 At-Risk/Dormant,1.6999999999999995,307,1,192.0
19085,3,🆕 Recent Shoppers,2.95,99,1,391.3
19086,0,💎 High-Value Loyalists,3.25,34,6,405.4
19087,1,😴 At-Risk/Dormant,2.0,267,1,190.0
19088,0,💎 High-Value Loyalists,3.0,148,2,1049.4
19089,3,🆕 Recent Shoppers,1.9,98,1,106.0
19090,1,😴 At-Risk/Dormant,2.35,269,1,304.0
19091,3,🆕 Recent Shoppers,2.9,6,1,195.0
19092,1,😴 At-Risk/Dormant,1.95,195,1,144.0
19093,1,😴 At-Risk/Dormant,2.35,260,1,355.0
19094,1,😴 At-Risk/Dormant,2.4,295,1,494.0
19095,3,🆕 Recent Shoppers,2.9,14,1,226.0
19096,1,😴 At-Risk/Dormant,2.3,177,1,236.0
19097,2,🛒 Regular Customers,2.4,358,1,2002.3
19098,2,🛒 Regular Customers,2.4,484,1,2040.0
19099,3,🆕 Recent Shoppers,2.2,34,1,60.0
19100,1,😴 At-Risk/Dormant,1.35,360,1,160.0
19101,1,😴 At-Risk/Dormant,1.2999999999999998,229,1,132.0
19102,3,🆕 Recent Shoppers,3.0,143,1,566.0
19103,3,🆕 Recent Shoppers,2.3,160,1,200.0
19104,1,😴 At-Risk/Dormant,1.0,301,1,96.0
19105,1,😴 At-Risk/Dormant,2.35,253,1,278.0
19106,3,🆕 Recent Shoppers,2.55,19,1,146.0
19107,1,😴 At-Risk/Dormant,1.95,165,1,166.0
19108,0,💎 High-Value Loyalists,3.3,47,3,583.0
19109,3,🆕 Recent Shoppers,1.95,133,1,176.0
19110,3,🆕 Recent Shoppers,2.25,65,1,184.0
19111,0,💎 High-Value Loyalists,3.3,77,2,710.0
19112,1,😴 At-Risk/Dormant,1.2999999999999998,250,1,128.0
19113,2,🛒 Regular Customers,3.0,140,1,2178.8
19114,1,😴 At-Risk/Dormant,1.65,250,1,165.0
19115,1,😴 At-Risk/Dormant,1.0,291,1,58.7
19116,1,😴 At-Risk/Dormant,1.6999999999999995,373,1,252.0
19117,0,💎 High-Value Loyalists,2.6,62,2,239.6
19118,3,🆕 Recent Shoppers,2.25,38,1,176.7
19119,1,😴 At-Risk/Dormant,1.35,330,1,140.6
19120,1,😴 At-Risk/Dormant,1.2999999999999998,237,1,100.0
19121,1,😴 At-Risk/Dormant,1.65,261,1,172.9
19122,2,🛒 Regular Customers,2.4,357,2,2124.0
19123,3,🆕 Recent Shoppers,2.6,50,1,230.0
19124,1,😴 At-Risk/Dormant,2.0,262,1,252.9
19125,3,🆕 Recent Shoppers,2.65,169,1,282.0
19126,1,😴 At-Risk/Dormant,1.35,330,1,164.0
19127,0,💎 High-Value Loyalists,3.6,23,2,513.0
19128,1,😴 At-Risk/Dormant,1.6999999999999995,491,1,250.0
19129,2,🛒 Regular Customers,2.4,335,2,2230.8
19130,0,💎 High-Value Loyalists,3.0,117,4,494.0
19131,0,💎 High-Value Loyalists,2.95,41,2,256.0
19132,1,😴 At-Risk/Dormant,1.0,275,1,90.0
19133,1,😴 At-Risk/Dormant,2.0,262,1,192.0
19134,3,🆕 Recent Shoppers,2.95,39,1,414.0
19135,1,😴 At-Risk/Dormant,1.95,141,1,143.1
19136,1,😴 At-Risk/Dormant,1.2999999999999998,249,1,132.0
19137,3,🆕 Recent Shoppers,3.0,109,1,690.0
19138,3,🆕 Recent Shoppers,3.0,204,2,514.0
19139,3,🆕 Recent Shoppers,2.65,204,1,320.0
19140,3,🆕 Recent Shoppers,2.6,43,1,239.2
19141,1,😴 At-Risk/Dormant,1.6999999999999995,376,1,236.0
19142,0,💎 High-Value Loyalists,3.25,25,3,394.0
19143,3,🆕 Recent Shoppers,2.65,145,1,366.0
19144,0,💎 High-Value Loyalists,2.3,148,2,229.5
19145,1,😴 At-Risk/Dormant,1.2999999999999998,269,1,57.0
19146,1,😴 At-Risk/Dormant,1.65,248,1,146.0
19147,3,🆕 Recent Shoppers,2.6,41,1,246.0
19148,1,😴 At-Risk/Dormant,2.35,254,1,267.8
19149,1,😴 At-Risk/Dormant,1.0,303,1,68.0
19150,1,😴 At-Risk/Dormant,2.0,265,1,235.7
19151,2,🛒 Regular Customers,3.0,206,2,2166.0
19152,1,😴 At-Risk/Dormant,1.95,213,1,138.9
19153,1,😴 At-Risk/Dormant,1.0,272,1,102.9
19154,0,💎 High-Value Loyalists,3.6,8,5,2139.0
19155,1,😴 At-Risk/Dormant,2.05,272,1,330.0
19156,1,😴 At-Risk/Dormant,2.7,234,1,490.0
19157,0,💎 High-Value Loyalists,3.3,41,3,774.5
19158,1,😴 At-Risk/Dormant,1.0,281,1,124.0
19159,1,😴 At-Risk/Dormant,2.35,246,1,260.0
19160,1,😴 At-Risk/Dormant,2.7,252,1,597.0
19161,1,😴 At-Risk/Dormant,1.95,169,1,158.9
19162,3,🆕 Recent Shoppers,2.65,122,2,275.9
19163,3,🆕 Recent Shoppers,2.95,61,1,382.0
19164,3,🆕 Recent Shoppers,2.6,43,1,215.8
19165,3,🆕 Recent Shoppers,3.25,20,1,256.0
19166,3,🆕 Recent Shoppers,2.2,34,1,91.0
19167,0,💎 High-Value Loyalists,1.9,81,2,38.0
19168,1,😴 At-Risk/Dormant,1.0,388,1,112.0
19169,1,😴 At-Risk/Dormant,2.05,301,1,378.0
19170,3,🆕 Recent Shoppers,3.3,84,1,452.0
19171,1,😴 At-Risk/Dormant,1.0,270,1,97.0
19172,3,🆕 Recent Shoppers,2.2,27,1,113.0
19173,1,😴 At-Risk/Dormant,1.2999999999999998,246,1,84.0
19174,0,💎 High-Value Loyalists,2.95,38,2,345.0
19175,3,🆕 Recent Shoppers,2.55,34,1,140.3
19176,0,💎 High-Value Loyalists,2.7,261,3,2128.0
19177,3,🆕 Recent Shoppers,2.55,27,1,163.0
19178,3,🆕 Recent Shoppers,2.95,46,1,256.0
19179,3,🆕 Recent Shoppers,2.3,118,1,200.0
19180,3,🆕 Recent Shoppers,2.65,144,1,332.0
19181,1,😴 At-Risk/Dormant,1.35,292,1,142.0
19182,1,😴 At-Risk/Dormant,1.35,305,1,140.0
19183,1,😴 At-Risk/Dormant,1.35,297,1,139.1
19184,1,😴 At-Risk/Dormant,2.05,289,1,410.1
19185,0,💎 High-Value Loyalists,2.6,97,2,196.0
19186,1,😴 At-Risk/Dormant,1.2999999999999998,238,1,26.0
19187,0,💎 High-Value Loyalists,3.3,36,3,570.0
19188,0,💎 High-Value Loyalists,2.95,69,2,382.0
19189,1,😴 At-Risk/Dormant,2.0,250,1,254.0
19190,3,🆕 Recent Shoppers,2.6,76,2,250.9
19191,1,😴 At-Risk/Dormant,1.35,352,1,152.0
19192,1,😴 At-Risk/Dormant,1.65,253,1,172.0
19193,1,😴 At-Risk/Dormant,1.6,140,1,100.0
19194,1,😴 At-Risk/Dormant,1.0,286,1,132.0
19195,3,🆕 Recent Shoppers,3.0,192,1,462.0
19196,1,😴 At-Risk/Dormant,1.65,256,1,182.0
19197,1,😴 At-Risk/Dormant,2.7,264,1,622.0
19198,1,😴 At-Risk/Dormant,2.05,357,1,256.0
19199,0,💎 High-Value Loyalists,3.25,20,2,384.0
19200,1,😴 At-Risk/Dormant,1.6,125,1,84.0
19201,1,😴 At-Risk/Dormant,2.35,250,1,367.4
19202,2,🛒 Regular Customers,3.3,86,1,1996.0
19203,3,🆕 Recent Shoppers,2.9,13,1,213.0
19204,3,🆕 Recent Shoppers,2.2,1,1,134.0
19205,3,🆕 Recent Shoppers,2.3,148,1,234.0
19206,1,😴 At-Risk/Dormant,1.6999999999999995,391,1,234.0
19207,1,😴 At-Risk/Dormant,1.2999999999999998,265,1,117.2
19208,1,😴 At-Risk/Dormant,1.65,255,1,183.0
19209,0,💎 High-Value Loyalists,2.65,204,2,406.1
19210,1,😴 At-Risk/Dormant,1.95,165,1,172.0
19211,0,💎 High-Value Loyalists,3.25,20,2,264.4
19212,3,🆕 Recent Shoppers,2.3,104,1,239.9
19213,1,😴 At-Risk/Dormant,1.6,108,1,76.3
19214,2,🛒 Regular Customers,3.0,146,1,2136.0
19215,1,😴 At-Risk/Dormant,1.65,256,1,176.1
19216,3,🆕 Recent Shoppers,2.3,121,2,210.9
19217,3,🆕 Recent Shoppers,3.6,12,1,474.0
19218,1,😴 At-Risk/Dormant,1.35,278,1,168.0
19219,3,🆕 Recent Shoppers,2.6,54,1,236.0
19220,3,🆕 Recent Shoppers,2.6,42,1,222.0
19221,3,🆕 Recent Shoppers,3.25,20,1,274.4
19222,1,😴 At-Risk/Dormant,1.35,472,1,173.7
19223,1,😴 At-Risk/Dormant,2.65,206,1,280.0
19224,1,😴 At-Risk/Dormant,1.2999999999999998,250,1,128.7
19225,3,🆕 Recent Shoppers,2.65,114,1,318.0
19226,1,😴 At-Risk/Dormant,1.65,265,1,174.0
19227,3,🆕 Recent Shoppers,2.3,112,1,216.0
19228,1,😴 At-Risk/Dormant,2.4,298,1,443.3
19229,3,🆕 Recent Shoppers,2.25,49,1,160.0
19230,1,😴 At-Risk/Dormant,1.6999999999999995,270,1,223.0
19231,1,😴 At-Risk/Dormant,1.6999999999999995,349,1,238.0
19232,3,🆕 Recent Shoppers,2.95,78,1,394.0
19233,1,😴 At-Risk/Dormant,1.35,296,1,150.0
19234,1,😴 At-Risk/Dormant,1.35,487,1,150.0
19235,0,💎 High-Value Loyalists,2.6,41,2,246.5
19236,3,🆕 Recent Shoppers,3.25,20,1,309.4
19237,0,💎 High-Value Loyalists,2.7,269,2,581.4
19238,2,🛒 Regular Customers,2.4,270,2,1435.0
19239,0,💎 High-Value Loyalists,2.65,141,5,300.0
19240,3,🆕 Recent Shoppers,3.25,20,2,365.0
19241,0,💎 High-Value Loyalists,3.6,27,2,469.0
19242,3,🆕 Recent Shoppers,3.25,34,2,343.0
19243,3,🆕 Recent Shoppers,2.9,20,1,221.3
19244,0,💎 High-Value Loyalists,3.3,49,3,636.0
19245,1,😴 At-Risk/Dormant,2.05,286,1,314.0
19246,0,💎 High-Value Loyalists,3.6,27,2,477.0
19247,1,😴 At-Risk/Dormant,1.0,310,1,78.0
19248,1,😴 At-Risk/Dormant,1.0,330,1,116.5
19249,3,🆕 Recent Shoppers,2.65,122,1,266.0
19250,1,😴 At-Risk/Dormant,2.05,297,1,300.0
19251,1,😴 At-Risk/Dormant,2.0,259,1,211.0
19252,3,🆕 Recent Shoppers,2.95,38,1,310.0
19253,1,😴 At-Risk/Dormant,1.6,107,1,68.0
19254,3,🆕 Recent Shoppers,3.0,173,1,451.0
19255,1,😴 At-Risk/Dormant,1.65,264,1,183.3
19256,3,🆕 Recent Shoppers,2.95,48,1,420.0
19257,3,🆕 Recent Shoppers,2.9,20,1,226.0
19258,3,🆕 Recent Shoppers,2.6,40,1,214.0
19259,3,🆕 Recent Shoppers,2.25,41,1,180.0
19260,0,💎 High-Value Loyalists,2.25,98,2,176.0
19261,1,😴 At-Risk/Dormant,1.0,288,1,100.0
19262,1,😴 At-Risk/Dormant,1.0,321,1,112.0
19263,3,🆕 Recent Shoppers,2.6,93,1,201.7
19264,3,🆕 Recent Shoppers,1.95,122,1,166.0
19265,0,💎 High-Value Loyalists,2.95,41,3,278.0
19266,2,🛒 Regular Customers,3.0,123,3,4408.0
19267,1,😴 At-Risk/Dormant,2.0,244,2,220.0
19268,0,💎 High-Value Loyalists,2.3,168,2,230.0
19269,1,😴 At-Risk/Dormant,1.6999999999999995,327,1,238.0
19270,0,💎 High-Value Loyalists,3.0,192,3,426.4
19271,3,🆕 Recent Shoppers,3.6,6,2,560.0
19272,1,😴 At-Risk/Dormant,1.0,406,1,130.0
19273,1,😴 At-Risk/Dormant,1.35,317,1,150.0
19274,1,😴 At-Risk/Dormant,2.3,203,1,220.0
19275,1,😴 At-Risk/Dormant,1.65,269,1,159.0
19276,1,😴 At-Risk/Dormant,1.6,187,1,133.2
19277,1,😴 At-Risk/Dormant,1.0,299,1,132.0
19278,0,💎 High-Value Loyalists,2.55,20,2,156.0
19279,3,🆕 Recent Shoppers,3.3,85,1,488.0
19280,1,😴 At-Risk/Dormant,1.0,438,1,124.0
19281,1,😴 At-Risk/Dormant,2.35,233,1,332.0
19282,1,😴 At-Risk/Dormant,2.0,269,1,225.0
19283,1,😴 At-Risk/Dormant,2.4,316,1,430.0
19284,1,😴 At-Risk/Dormant,1.0,385,1,85.1
19285,0,💎 High-Value Loyalists,3.0,130,2,432.0
19286,3,🆕 Recent Shoppers,3.3,62,1,574.0
19287,1,😴 At-Risk/Dormant,1.2999999999999998,258,1,127.2
19288,0,💎 High-Value Loyalists,3.25,27,2,300.0
19289,1,😴 At-Risk/Dormant,1.65,260,1,187.0
19290,1,😴 At-Risk/Dormant,2.0,263,1,200.0
19291,1,😴 At-Risk/Dormant,2.05,350,1,414.0
19292,1,😴 At-Risk/Dormant,1.6999999999999995,290,1,210.0
19293,1,😴 At-Risk/Dormant,2.4,270,1,470.0
19294,3,🆕 Recent Shoppers,2.6,50,1,190.0
19295,3,🆕 Recent Shoppers,2.65,153,1,353.1
19296,1,😴 At-Risk/Dormant,2.35,256,1,259.0
19297,1,😴 At-Risk/Dormant,2.05,293,1,400.0
19298,3,🆕 Recent Shoppers,2.3,141,1,242.0
19299,1,😴 At-Risk/Dormant,1.35,311,1,160.0
19300,0,💎 High-Value Loyalists,2.95,72,2,393.8
19301,1,😴 At-Risk/Dormant,1.2999999999999998,258,1,136.0
19302,1,😴 At-Risk/Dormant,1.65,245,1,148.3
19303,1,😴 At-Risk/Dormant,2.0,258,1,213.0
19304,1,😴 At-Risk/Dormant,1.35,340,2,146.9
19305,0,💎 High-Value Loyalists,2.95,92,2,312.0
19306,0,💎 High-Value Loyalists,2.65,134,3,387.0
19307,1,😴 At-Risk/Dormant,1.65,241,1,140.0
19308,1,😴 At-Risk/Dormant,1.2999999999999998,261,1,100.0
19309,3,🆕 Recent Shoppers,2.6,98,1,228.0
19310,3,🆕 Recent Shoppers,2.95,62,1,388.8
19311,3,🆕 Recent Shoppers,2.9,27,1,210.0
19312,1,😴 At-Risk/Dormant,1.65,221,1,158.0
19313,1,😴 At-Risk/Dormant,2.05,291,1,326.0
19314,1,😴 At-Risk/Dormant,1.6,171,1,132.0
19315,1,😴 At-Risk/Dormant,2.35,250,1,287.0
19316,2,🛒 Regular Customers,2.4,349,2,2237.1
19317,1,😴 At-Risk/Dormant,1.2999999999999998,263,1,136.0
19318,2,🛒 Regular Customers,2.4,379,3,4503.2
19319,1,😴 At-Risk/Dormant,2.0,257,1,221.5
19320,3,🆕 Recent Shoppers,2.25,76,1,178.0
19321,1,😴 At-Risk/Dormant,1.6999999999999995,416,1,220.0
19322,1,😴 At-Risk/Dormant,1.2999999999999998,258,1,116.0
19323,1,😴 At-Risk/Dormant,2.3,215,1,247.0
19324,0,💎 High-Value Loyalists,3.3,59,2,432.1
19325,1,😴 At-Risk/Dormant,1.35,441,1,150.3
19326,1,😴 At-Risk/Dormant,2.0,266,1,198.3
19327,1,😴 At-Risk/Dormant,1.2999999999999998,252,1,132.0
19328,3,🆕 Recent Shoppers,2.6,48,1,224.0
19329,1,😴 At-Risk/Dormant,1.2999999999999998,257,1,128.0
19330,1,😴 At-Risk/Dormant,1.35,298,1,154.8
19331,0,💎 High-Value Loyalists,3.25,13,3,350.1
19332,3,🆕 Recent Shoppers,2.6,42,1,192.0
19333,1,😴 At-Risk/Dormant,2.3,188,1,238.0
